	lemma	stavek1	stavek2	oznaka (label)	stavek_1_pomen	stavek_2_pomen	found_lemma
447	odpovedati	Odvetniški kandidat se izbriše iz imenika odvetniških kandidatov: 1. če izjavi, da ne želi več delati v odvetniški pisarni; 2. če odvetnik <target> odpove </target> pogodbo o zaposlitvi in odvetniški kandidat v roku osmih dni ne sklene pogodbe o zaposlitvi z drugim odvetnikom; 3. če se ugotovi, da ne izpolnjuje več z zakonom predpisanih pogojev za opravljanje dela odvetniškega kandidata; 4. če mu je izrečen disciplinski ukrep odvzema pravice opravljati delo v odvetniški pisarni.	Trata je ponavadi privlačna prav zaradi svoje razraščenosti torej se ji lahko v majhnem vrtu tudi <target> odpoveste </target>.	F	6	7	True
448	odrezati	ja tm zadej a jo ne vidte aja sej res sliko so <target> odrezal </target>, zdej pa ne znajo več skp sestavt lol : )	»To je zato, ker si se pri informacijskem centru tako dobro <target> odrezal </target>!	F	6	12	True
449	odrezati	Stebla nikoli ne odlomimo, temveč ga vedno <target> odrežemo </target> (skrajšamo) z ostrim nožem ali škarjami, ki morajo biti popolnoma čiste, da na rastlino ne zanesemo morebitnih bolezenskih klic.	Irenine lase so kruto <target> odrezali </target>, jo prevezali tudi prek glave, da je zaslutil strahotne opekline pod bledimi povoji.	F	5	6	True
450	odrezati	Z mešanico napolnite vrečko za zamrzovanje in ji <target> odrežite </target> čisto majhen vogal.	Lemmlina niso obsodili kot pobudnika in povzročitelja zločina, ampak kot juda, zato so ga obesili, služkinja je lagala, torej je morala bili kazen povezana z njenim grehom in so ji <target> odrezali </target> jezik, krščansko vdovo Mühleisin je svet sicer neusmiljeno obsodil na zazidanje pri živem telesu, vendar jo je vladar pomilostil.	T	6	6	True
451	odrezati	<target> Odrežemo </target> cele skupine plodov in jih nekaj dni pustimo v hladilniku, nato jih za dan ali dva damo na sobno temperaturo.	Pri merjenju izpusta strupenih plinov so se avtomobili z bencinskim motorjem <target> odrezali </target> pričakovano bolje od dizelskih.	F	5	10	True
452	odrezati	Ker ji obveznosti med tednom <target> odrežejo </target> znaten kos časa, običajno med zobe ponese enostavne jedi.	Knjigo je končal leta 1997, založba pa mu jo zdaj objavlja v večen spomin na pisca, ki se je najbolj <target> odrezal </target> v življenjskem pripovedovanju o mejnih razpotjih.	F	opomba: ni ustreznega pomena v Elexisu	10	True
453	odrezati	FOTO 4: <target> Odrežemo </target> vse izrojene veje v notranjosti krošnje, ki zasenčujejo nižje ležeče vitalne rodne veje.	Zanimivo bi bilo testirati, kako bi se <target> odrezali </target> tudi vsi ostali nekonformisti …	F	5	10	True
454	odrezati	Blago na notranjih vogalih <target> odrežite </target> in skozi odprtino blazino obrnite na lice.	»Spomni se, kaj se je zgodilo perzijskemu Velikemu kralju v času vdora v Grčijo: zgradil je most čez morje, da je spravil svojo vojsko čez Ožino, in s prekopom <target> odrezal </target> polotok z goro Atos, da je po njem priplulo njegovo ladjevje, potem pa je bil kaznovan za svojo nadustost in je doživel hude poraze tako na kopnem kot na morju.«	T	6	6	True
455	oster	Hranijo se z ribami, ki jih lovijo s svojimi dolgimi in <target> ostrimi </target> kljuni.	6 Z <target> ostrim </target> nožem zarežemo okrog florentincev in jih poberemo s papirja za peko.	F	5	8	True
456	oster	Zahtevati nameravajo <target> ostrejšo </target> kontrolo govejega mesa, ki prihaja z britanskih otokov, da bi ugotovili, ali ni okuženo z boleznijo norih krav ali BSE.	Še <target> ostrejši </target> je hrvaški poslanec Ivo Škrabalo: opozoril je, da je šel Jurgens v popolnoma napačno smer.	F	1	4	True
457	oster	Obenem pa je avtor mojster briljantnega, jasnega in jedrnatega dialoga, napolnjenega z nesentimentalnim humorjem in <target> ostrim </target>, na trenutke celo brutalnim tonom.	Gospod Cvenkelj me je prebodel s tako <target> ostrim </target> pogledom, da me je obšla slabost.	T	4	4	True
458	oster	Ko sem fotografijo razvil, je bila tako <target> ostra </target>, da je vidna vsaka nitka na očetovem puloverju.	Pred leti sem bil na dopustu v Črni gori z avtobusom in ko smo se vračali iz dopusta, je bilo zadnjih 100 km zelo kritičnih kar se vožnje šoferja avtobusa tiče, bila ga je cesta polna, <target> ostri </target> hitri zavoji da sem že ga hotel zamenjati za volanom, (sem poklicni šofer)!	F	6	5	True
459	oster	Prikličite si v zavest slike in spomine, ki vam predstavljajo element zraka: sprehod ob morju, med katerim se zaganja v vas <target> oster </target> veter, rahel poletni vetrič, ki premika drevesne krošnje, čisti zrak zgodaj zjutraj nekje na prostem v naravi.	Franček Kramer, dopisnik Večera s Celjskega, in urednica Radia Velenje Mira Zakošek sta pridna člana Društva novinarjev Slovenije aktiva Celje, vsak v svoji sredini pa veljata za marljiva in, če je treba, tudi <target> ostra </target> novinarja.	F	2	4	True
460	oster	Dobavitelji morajo biti kvalitetni in zanesljivi, LIP in Jelovica sta pri tem uspela, v <target> ostrem </target> konkurenčnem boju pa seveda ni lahko vzdržati.	VELENJE S tovornega avtomobila, ki ga je 45-letni D. J. iz Ljubljane vozil od Mislinje proti Velenju, je v <target> ostrem </target> ovinku pred Velenjem padel tovor.	F	4	5	True
461	oster	Lizbona – Volilni upravičenci na Portugalskem so na referendumu že drugič v manj kot desetletju odločali o omilitvi zakonodaje glede splavov, ki je sicer ena <target> najostrejših </target> v Evropi.	Sveta Brigita Švedska, ena največjih mističark poznega srednjega veka, pravi, da je Marija kot perunika čudoviti cvet <target> ostrih </target> listov, ki pomenijo bridko bolečino njenega srca.	F	4	5	True
462	osvojitev	Darej je napravil velik načrt za <target> osvojitev </target> celotnega črnomorsko-kaspijskega področja od spodnje Donave do Jaksarta (Sir Darje) v srednji Aziji.	Za Nymburk pa nisem rekel, da so slabi, nikakor pa niso favoriti za <target> osvojitev </target> lige.	F	2	5	True
463	osvojitev	Glavni aduti bodo zgodnje vstajanje, primerna obutev in oprema ter cilj: <target> osvojitev </target> izbranih vrhov.	Naj nam bo razsodnik zgodovina našega lastnega naroda. že več kakor 600 let od <target> Osvojitve </target> naprej se veselimo nepretrganega zapovrstja kraljev na prestolu, kar je veliko dlje, kot bi lahko obstajala katerakoli ljudska država.	F	7	2	True
464	osvojitev	Sredi aprila se je 1. zavezniška armada pod poveljstvom britanskega generala Kenetha Andersona pripravljala na <target> osvojitev </target> Tunisa.	<target> Osvojitev </target> slednjih poteka prek čustvenih vezi, omogočajo pa ustrezno obliko odnosov.	F	2	3	True
465	osvojitev	V prepričanju, da se vrednost osvajane dame odraža v trudu, ki ste ga vložili v <target> osvojitev </target> nasmeha ali poljuba.	Recimo, da so imeli templjarji načrt za <target> osvojitev </target> sveta in da so poznali skrivnost nekega neznanskega vira moči, skrivnost, za katero je bilo vredno žrtvovati vso četrt Templja v Parizu, komende, razsejane po vsem kraljestvu in v Španiji, na Portugalskem, v Angliji in Italiji, gradove v Sveti deželi, vse denarno bogastvo, skratka vse …	F	5	2	True
466	osvojitev	Kmalu po <target> osvojitvi </target> naslova sta namreč svetlolaso lepotičko, zase še vedno pravi, da je preprosto dekle iz Komende pri Ljubljani, opazila Alen Kobilica in agencija Bronz.	Razstava nosi ime 60 let rokometa v Celju in podnaslov Od začetkov igranja rokometa in ustanovitve kluba do <target> osvojitve </target> naslova evropskih klubskih prvakov.	T	6	6	True
467	osvojitev	Osrednji del predmeta je posvečen <target> osvojitvi </target> osnovnih metod, orodij in gradnikov, ki jih potrebujemo, da lahko gradimo sisteme vodenja.	Po <target> osvojitvi </target> naslova najlepše športnice Evrope je povedala, da si želi postati članica hrvaške reprezentance v rokometu, toda zdaj misli drugače.	F	1	6	True
468	osvojitev	Legendarna jugoslovanska alpinistična himalajska odprava Everest 1979, ki jo je vodil Tone Škarja, sestavljalo pa 25 vrhunskih alpinistov (21 iz Slovenije, 4 iz republik nekdanje Jugoslavije), si je za cilj zadala <target> osvojitev </target> vrha po nepreplezani, prvenstveni smeri po Zahodnem grebenu.	<target> Osvojitev </target> matematičnih orodij za študij tehniške mehanike, sposobnost razumevanja mehanskih zakonitosti in principov v mehaniki materialov in delovanju naprav, sposobnost nadgrajevanja osnovnih modelov s specifičnimi in razvijanje deduktivnega reševanja problemov na področju tekstilne tehnologije.	F	7	1	True
469	zapreti	Če človeku prinesemo hrano na mizo in ne bo jedel,potem je vse zaman.Budisti <target> zaprejo </target> vsa čutila zoper sodobnega sveta in se usmerijo k samemu sebi(kopija univerzalnega boga),da rastejo duhovno,ker na zunaj vlada kaos,velika iluzija napram božjem,pravijo ji Maha Maja.	Kljub temu so pot nadaljevali, vendar so jih v Vicenzi zajeli, jim pobrali kovčke z denarjem, njih pa <target> zaprli </target>.	F	2	4	True
470	zapreti	sama pa je govorila za jeleno karleušo da ji gre na živce in da ponavlja za njo,in da naj se karleuša oglas takrat k bo napovnla dvorano tko k ona..no pa naj zdej <target> zapre </target> gobc kr ponavla skeno za jeleno karleušo	V nediejo v Gorenjem Tarbiju se <target> zapre </target> Burnjak, ki je biu lietos buj liep, buj bogat s kulturno an z materialno ponudbo (od srečanj an koncertov do jabuk, kostanja an domačih dobruot, ki so jih skuhale an spekle sriedenjske gaspodinje), biu je tudi buj obiskan, saj je parklicu tudi vič ljudi ko vsa lieta nazaj tudi kadar nas je bluo na doplih po naših dolinah.	F	12	13	True
471	zapreti	Ko se predajate sladkostim odlične čokolade, drage dame, se jim prepustite popolnoma – <target> zaprite </target> oči in pustite, da se pregrešna dobrota v vaših ustih razširi po jeziku, se dotakne kar največ brbončic in še dolgo pusti čisti okus po užitku.	Takoj sem <target> zaprl </target> vsa vrata in okna, prižgal svetilko, pobral papirje, jih uredil in pospravil na mizo.	F	12	9	True
472	zapreti	»Oskrbnik mi je povedal, da so se člani družine zbirali tukaj pri maši, duhovnik pa si ni upal iti na prosto, da ga ne bi videli in <target> zaprli </target> ter obglavili.«	Kakšen bo izid, se še ne ve, vsekakor pa bi bila prava sramota <target> zapreti </target> muzej - ne glede na to, kako pomemben je.	F	4	13	True
473	zapreti	<target> Zaprl </target> je težka mahagonijeva vrata, se malce odmaknil in jih pogledal.	Wallander se je s skodelico kave vrnil s svojo pisarno in <target> zaprl </target> vrata za sabo.	T	9	9	True
474	zapreti	4 Strjenko nalijemo v vroče sterilizirane kozarce, jih <target> zapremo </target> ter postavimo v hladilnik.	Desetarji se <target> zaprejo </target> v sobo in jih ni kakšnih deset minut na spregled.	F	7	10	True
475	zapreti	Le mimogrede, zapori na Povšetovi ulici v Ljubljani ga še dandanšanji nimajo in nič ni slišati, da bi jih zato nameravali <target> zapreti </target>.	V spalnici sem naletel na skrivnostne ribiške vrvice, za katere mislim, da so pripadale konstrukciji, ki mu je omogočala, da je spalnično okno <target> zaprl </target> iz postelje.	F	8	9	True
476	platforma	Leta 1996 so med prvimi malimi podjetji pridobili standard kakovosti ISO 9001 in nadgradili razvojni oddelek, v katerem je nastal niz informacijskih <target> platform </target> za uporabo možnosti tehnologij, povezanih z mobilno telefonijo in telekomunikacijami.	Tako ena <target> platforma </target> ne zahteva povsem enake medosne razdalje, kaj šele celega vozila.	F	4	2	True
477	platforma	Zato je nelogična in neutemeljena njegova zahteva naročniku, da pri razvoju dovoli uporabo NET <target> platforme </target>, čeprav že iz njegovih revizijskih navedb izhaja, da NET platforma ni neodvisna od blagovne znamke dobaviteljev strojne opreme in operacijskih sistemov in programske opreme.	»Oče mi je povedal… da iz kletnih prostorov vodijo navzgor… stopnice…po katerih so se svečeniki povzpeli na <target> platformo </target>…templja.«	F	4	2	True
478	platforma	In umetnost je izbrala tudi Sašo Šavel, ustvarjalko oddaje <target> Platforma </target>, novinarko kulturne redakcije v naši hiši.	Javna <target> platforma </target> v skupnost združuje ustvarjalke in ustvarjalce različnih področij kreativnih industrij in umetnosti; fotografije, videofilma in animacije ter novih medijev.	F	opomba: ni ustreznega pomena v Elexisu, stvarno ime	5	True
479	platforma	Nič novega pravzaprav, saj je s takšnimi lepo zvenečimi in dovolj praznimi obljubami, ki si jih je z željami lahko napolnil vsak sprememb željni volivec, uspelo že marsikomu, zadnjič pa je s takšno politično »<target> platformo </target>« leta 1992 zmagal demokrat Bill Clinton.	B & N mora storitveno ponudbo razširiti tudi na druge naprave in seveda mobilne <target> platforme </target>, kakršni sta Windows Phone 7 in Moblin, saj bo samo tako svojim storitvam ustvaril dodano vrednost.	F	6	4	True
480	platforma	Koncern je pionirsko pot za projekt s skupno <target> platformo </target> A00 prepustil Seatu z modelom Arosa.	In v teh nekaj mesecih našega obstoja smo navezali stike z mnogimi inštitucijami in rada bi vas obvestila, da se zelo intenzivno pripravlja na evropskem nivoju neka organizacijska oblika, ki naj bi delovala v okviru Evropske unije, to je evropska <target> platforma </target> spomina in vesti, ki naj bi se ukvarjala s povezovanjem in sodelovanjem podobnih inštitucij kot je naša in naj bi prišlo do ustanovitve vseevropskega dokumentacijskega oziroma spominskega centra za žrtve vseh totalitarnih režimov.	F	8	5	True
481	platforma	Vlagatelj v revizijskih navedbah namreč navaja, da v kolikor bi naročnik imel operacijski sistem JAVA, bi bilo logično, da zahteva uporabo J2EE <target> platforme </target>, saj NET platforme ni mogoče uporabljati na JAVA operacijskih sistemih.	ZA: Applov cenovno najdostopnejši prenosnik iBook je z Intelovo <target> platformo </target> dobil naslednika, ki sliši na ime MacBook.	T	7	7	True
482	platforma	Kljub medosni razdalji 272,5 cm - peugeot 407 temelji na PSA-jevi <target> platformi </target> za velike avtomobile kot je na primer citroen C5 - je prostor dokaj omejen po višini, ob višjeraslem vozniku pa tudi za kolena.	Omrežje je <target> platforma </target>, na katero lahko obesimo prav vse tehnologije in vsebine.	F	5	4	True
483	plašč	NHXCHXIzolacija in <target> plašč </target> iz omrežnege, brez halogenih elementov, mešanice po-limerov (HX)	Mimogrede je oplazila več starih <target> plaščev </target>, ki so togo viseli s kljuk, potem pa jo je grobo izvrglo na sorazmerno svetlobo.	F	4	8	True
484	plašč	Na ovratniku klasičnega volnenega <target> plašča </target> najdemo presenetljive robove, ostre srtaste vzorce na trenčkotu, v kolekciji pa so tudi lahkotne športne hlače za vsakdan.	Kako je mraz, je zabrbrala in se zavila v ovratnik <target> plašča </target>.	T	8	8	True
485	plašč	Odločno je stala na svojem mestu, v bež salonarjih in rjavem <target> plašču </target> prek tenkega rumenega puloverja.	S Haninega <target> plašča </target> je med prerivanjem ob Kurtovem prihodu odpadel še zadnji gumb in razkril pogled na raztrgano obleko pod njim.	T	8	8	True
486	plašč	Obleka Armani, Dunhill majica, kravata Versace, pas Ferragamo, Givenchy nogavice, Louis Voitton očala, Yves Saint Laurent <target> plašč </target> iz kašmirja in šal Burberry, vse ponaredki.	2 Če imamo koga v bližini, skupaj z njim dobro podprimo pasje telo in ga premestimo na odejo ali <target> plašč </target>.	T	8	8	True
487	plašč	Zunaj lahko lije dež, lahko pridejo znanci v hladnih <target> plaščih </target>, ni se pripravljen niti premakniti.	Še preden je filma konec, zaključna špica se še ni odvrtela, Petra že vstaja in oblači <target> plašč </target>, medtem ko jaz med iztekajočimi napisi rad še malo pomolčim in razmislim kakšno malenkost, v glavi ponovim kakšen kader, kakšno sekvenco...	T	8	8	True
488	plašč	Globine rovov ne moremo meriti, zato za ugotavljanje velikosti napake preštejemo število luknjic na <target> plašču </target> sortimenta.	Nad vrati sta visela star ribiški <target> plašč </target> in oguljen klobuk, obojega že dolgo ni nosil.	F	1	8	True
489	plašč	Mama si slači <target> plašč </target> in medtem bere, kar je zapisano v beležki.	Glede na to, da srajce navadno ne nosite teden dni zapored, je dobro, da tudi <target> plašč </target> vsak mesec pregledate, ali ni morda že zrel za obisk kemične čistilnice.	T	8	8	True
490	podpirati	In kot so pokazale zadnje raziskave še vedno večina <target> podpira </target> gadafija saj je tudi vojska že skoraj prevzela oblast nad libijo...	Nekaj drugega bi pomenilo, če bi se scenaristom v stavki lahko pridružili tudi člani Združenja igralcev, ki jih ti sicer <target> podpirajo </target>, kar se je videlo tudi v njihovi odsotnosti na podelitvi globusov.	T	1	1	True
491	podpirati	Varuh človekovih pravic Republike Slovenije se zaveda, da odgovorno obnašanje institucije vključuje tudi okolju prijazno poslovanje, zato <target> podpira </target> aktivnosti, ki vodijo k temu cilju.	Tudi danes <target> podpira </target> levičarje, dal nam je Pahorja, ki že zaustavlja recesijo, ki so jo povzročili belčki. ***********************************************************************************************************************************	T	8	8	True
492	podpirati	To poglavje je idiosinkratičen poskus te zadnje vrste, ki ga za povrh ne <target> podpira </target> nobena posebna študija o Maorih ali filozofih (zlasti Hobbesu in Rousseauju), ki jih spotoma omenjam.	Služi kot razločevalec, kot vizualni označevalec kulturnih in družbenih razlik, v njem pa se odraža okolje z vsemi viri, ki so za izdelavo oblačil primerni in so na razpolago, v prepletu s tehničnim razvojem, ki <target> podpira </target> izdelavo oblačil, in s kulturnimi standardi, ki določajo praktične in estetske norme in ideje.	F	1	2	True
493	podpirati	<target> Podpiram </target> tudi to, da bi čimprej prišlo do oblikovanja in sprejemanja tega, kar bi se imenovalo nacionalni program izobraževanja odraslih in pa oblikovanje standardov in normativov za to dejavnost, ki bi omogočilo po eni strani lahko to, da bi se v to izobraževanje, še bolj kot doslej, vključevali tudi drugi, ne le na eni strani ljudske univerze, na drugi strani pa zasebniki z različnimi oblikami, ampak tudi drugi subjekti.	V konkretnem primeru ta ne <target> podpira </target> naročnikove namenske razlage pogoja, saj slednji ne zajema samo besedne zveze »skupna moč«, ki jo ločeno od preostalega besedila razlaga naročnik, ampak tudi v nadaljevanju pogoja podano besedilo »najmanj 2,5 MWel na objekt«.	T	8	8	True
494	podpirati	Ukaz sndconfig uporablja za nastavljanje jedra, da <target> podpira </target> zvok naložljive module, ki se nahajajo v imeniku /lib/modules/2.0.31/misc.	On: Obkroženi boste z osebami, ki bodo <target> podpirale </target> vaše ideje in načrte.	F	6	2	True
495	podpirati	Gledamo širše, gremo v avstralijo, v Argentino in še kam, <target> podpiramo </target> Slovence širom sveta, ignoriramo Štajerce, Belokranjci so pa itak na pol Rvatje!	Imamo amandma odbora za finance in monetarno politiko, vlada ga <target> podpira </target>.	F	4	8	True
496	podpirati	Še enkrat z grenkobo ugotavljam, da sem marca imel prav, da danes to ne pomaga povsem nič, kajti čas, ko bi to lahko storili je minil, da pa je danes treba ta zakon obravnavati z vidika novih okoliščin in da ga jaz, takega kot je, ne <target> podpiram </target>.	starši morajo <target> podpirati </target> učenje otrok za šolo in komunikacijo med šolo in družino;	F	1	2	True
497	postaja	Barry je rekel, da bo v pelerini počakal na <target> postaji </target> in pomahal z baterijo, ko bo pripeljal avtobus, da ne bodo vsi do kože premočeni.	1974 - Kmetijsko veterinarski zavod Nova Gorica po priključitvi veterinarskih <target> postaj </target>: Vipava, Idrija, Nova Gorica ter v kasnejših letih še veterinarske postaje:Tolmin, Ajdovščina in Postojna	F	7	2	True
498	postaja	Darko Gerjevič, ki je bil do sedaj komandir Policijske <target> postaje </target> Brežice, je prevzel naloge vodje Oddelka za splošne policijske naloge v Sektorju uniformirane policije na Policijski upravi Krško.	Ameriški igralec je večji del minule srede preživel na policijski <target> postaji </target> v severovzhodni ameriški državi Vermont, kamor so ga pripeljali zaradi prehitre vožnje.	T	opomba: ni ustreznega pomena v Elexisu	opomba: ni ustreznega pomena v Elexisu	True
499	postaja	s tem namenom je zgrajen nov objekt Policijske <target> postaje </target> (PP) v Brežicah, na prostoru tovarne Jutranjka. na	Čeprav prvotno zbornica ni imela tovrstnih namenov, saj bi našim strokovnim službam, testnim <target> postajam </target> in osemenjevalnim centrom ustrezala trdna pogodba z krovno govedorejsko organizacijo o izvajanju nalog na tem področju, pa je sedaj zaradi odgovornosti, ki jo imamo pred vsemi Vami in tudi drugimi člani, to obvezana narediti.	F	opomba: ni ustreznega pomena v Elexisu	2	True
500	postaja	Aleš uperi prst tudi proti nacionalki, ki prikazuje premalo oddaj z glasbo, ki ni narodnozabavna, in komercialnim radijskim <target> postajam </target>, ki se oglašujejo s tem, da predvajajo glasbo po željah poslušalcev.	Na ranžirnem kolodvoru porazdelitve tveganja so posebno priljubljene <target> postaje </target> v »slabo razvitih provincialnih gnezdih«.	F	3	7	True
501	postaja	Ob 8.50 nas bo muzejski vlak odpeljal z Jesenic, mimo Bleda in Bohinja proti končni <target> postaji </target> Kanal.	Malce brskajte po radijskih <target> postajah </target>, nekje ustavite frekvenco in vprašajte sopotnike, kdo prvi ugotovi izvajalca.	F	7	3	True
502	postaja	naprava za sprejemanje in beleženje radijskih valov, ki jih oddajajo vesoljski radijski izviri; sestoji iz ene ali več anten, povezanih z ojačevalniki in sprejemniki; ti sprejeto valovanje vnesejo v računalnik, ki nato naredi sliko radijskega vira; antene radioteleskopov so podobne zrcalom reflektorjev in so včasih zares zelo velikih razsežnosti, premična antena raziskovalne <target> postaje </target> Jodrell Bank v Angliji ima npr. mrežasto kovinsko zrcalo s premerom 76 m, radioteleskop v Arecibu v Portoriku pa je vgrajen v žrelo ugaslega ognjenika in ima premer okoli 300 m, globino pa 50 m	blejala pred <target> postajo </target> metroja, s postaje metroja, v postajo metroja, policisti so dajali luč s sireno in na trgu	F	2	7	True
503	postaja	Na varnem na <target> postaji </target> je ves pretresen povedal, da ga je napadel eden od majhnih dlakavih ljudi.	Ogled železnice: ZPM organizira obisk mariborske železniške <target> postaje </target>, kjer si bodo mladostniki ogledali lokomotive in se spoznali z delovanjem kretnic.	F	6	7	True
504	prevoziti	Da se povzpnemo za nekaj sto višinskih metrov, moramo neredko <target> prevoziti </target> sto in več kilometrov od doma do gora.	Zaradi krajevnega policista in v moje veliko olajšanje je prestavil v nižjo in <target> prevozil </target> mestece z dovoljeno hitrostjo, brž ko je zadnja hiša ostala za nama, pa sva spet zdrvela.	F	7	2	True
505	prevoziti	Ljudje, ki <target> prevozijo </target> manj kot 5000 kilometrov na leto, so še posebej izstopali s svojim neznanjem tako na teoretičnem kot na praktičnem področju.	Ta ovinek je del šprinterske proge in so ga športniki in športnice <target> prevozili </target> velikokrat že pred začetkom olimpijskih iger.	F	5	6	True
506	prevoziti	Za pobrat nucano blaguo bojo po foranijah naše pokrajine, an sevieda tudi v naši špietarski foraniji, pomagal “volontari”, pru takuo Kamuni, ki posodejo njih kamjone za <target> prevozit </target> blaguo od naših vasi do Čedada.	Otok je ravno prav velik, da se ga lahko <target> prevozi </target> z avtom v enem dnevu.	F	8	5	True
507	prevoziti	Tam pred Dobravljami, na magistralki, ki jo vsak dan <target> prevozim </target>, je ravno tako ena takšna luknja.	Zakaj se je finomehanik Brane, človek iz bloka, odločil, da bo vsak dan kolesaril - Na Pance po kondicijo in v družbo - Tanja je kar bolna, če vsak dan ne <target> prevozi </target> vsaj dvajset kilometrov	T	6	6	True
508	prevoziti	Mi smo se prve kilometre <target> prevozili </target> z najbolje opremljenim, ki ima ob 1,6-litrskem bencinskem motorju med drugim ABS, potovalni računalnik, lita platišča, radio, katerega evropska cena bo blizu 9000 evrov in na nekaj takega (zastopnik Renault-Nissan Slovenija bo uradne cene razkril te dni) bomo morali računati tudi pri nas.	<target> Prevozil </target> sem pol Evrope in našel marsikateri naslov, menda bom našel tudi ta servis.	F	5	1	True
509	prevoziti	On je neuspešno zahteval, da danes postavijo drugačno progo od tiste, ki so jo nekateri včeraj <target> prevozili </target>, jaz pa ne.	S kolikšno povprečno hitrostjo bi moral voziti, da bi to razdaljo <target> prevozil </target> v 2 urah?	T	5	5	True
510	prevoziti	Sprint je sicer veleslalomu podobna disciplina, saj tekmovalci najprej <target> prevozijo </target> veleslalomsko progo.	S 60 kW moči lahko proizvede najvišjo hitrost 45 km/h, s katero avtomobil <target> prevozi </target> do 2 km (način EV) ter tako dodatno varčuje z gorivom in ne sprošča emisij CO2.	T	5	5	True
511	rep	Lipidi v bioloških membranah tvorijo dvojno plast, ki je s polarnimi glavami usmerjena navzven in z nepolarnimi <target> repi </target> navznoter.	Eden od psov je koprneče prosil za pozornost, mahal je z <target> repom </target> in bil ves razburjen, zato sem se ustavila in ga popraskala po ušesih.	F	4	5	True
512	rep	Tako je na primer seme solate lahko kaljivo še po treh letih, seme fižola, graha in špinače po dveh letih, <target> repa </target> in peteršilj pa kalita samo eno leto.	Lobanja je bila majhna, vrat in <target> rep </target> pa zelo dolga, zanj značilne so bile tudi š tiri zajetne noge.	F	opomba: ni ustreznega pomena v Elexisu	5	True
513	rep	Na pogled je podoben rakunu, saj ima sivo in temnorjavo obročkast <target> rep </target>.	»Sprva smo si želeli, da bi Zavec izzval belgijskega evropskega prvaka Jacksona Oseija Bonsuja (24 zmag, 21 s k. o., 1 poraz), ki pa je stisnil <target> rep </target> med noge in odklonil obračun.	T	5	5	True
514	rep	Peniculus je pomanjševalnica besede penis (<target> rep </target>, penis) in pomeni hkrati 'repek', 'krtača', 'omelo' (bikov rep je služil za krtačo) in 'majhen penis'.	Brez svojega dragulja bi pozelenela od zavisti, napihnila bi se od zlobe, zrasli bi ti dlake, kremplji in kačji <target> rep </target>.	T	5	5	True
515	rep	Se vam zdi, da se danes ne vleče več kot neroden <target> rep </target> za nami miselnost, da je človek, ki da nekaj na obleko, modo in tudi skrb za urejen videz, v sebi bolj ali manj prazen?	Bog jo je hitro zgrabil in ji odtrgal <target> rep </target> (iz njega je nato ustvaril Evo).	T	5	5	True
516	rep	Prostorske razmere v slovenskih splošnih knjižnicah kažejo na velike razlike med mesti: Nova Gorica ima denimo na razpolago 83,5 kvadratnega metra na 1000 prebivalcev in je na prvem mestu, Maribor pa je z 22,5 m2 na 1000 prebivalcev povsem na <target> repu </target> med vsemi šestdesetimi slovenskimi splošnimi knjižnicami.	Pregrešna vrtoglavica ustvarjalnosti, poneverjanja in kraje in izkrivljanja in spreminjanja, vse to je počel vznesen, vrtoglavo zadovoljen odrasel človek s svojo grozečo pokoro in z mačkom, ki opleta z <target> repom </target>.	F	6	5	True
517	rep	<target> Rep </target> prek hrbta roke zavijte v zanko in pritrdite z veliko iglo, konec repa pa zavijte okrog gumice in dobro utrdite.	Komaj dve leti po volitvah se njegova stranka v javnomnenjskih raziskavah uvršča na sam <target> rep </target> lestvice političnih strank, člani Zaresa pa lahko skačejo od veselja, kadar jim kakšna anketa nameri več kot en odstotek podpore med volilci.	F	1	6	True
518	odstopiti	Za to skupinico kanarčkov in njihovih potomcev boste v letu 2005 pač morali <target> odstopiti </target> delček svojega stanovanja.	Tudi sodne zaostanke bi neodvisni kandidat, ki se nima za politika, zmanjšal s svojevrstno teorijo: organiziral bi loterijo, na kateri bi lahko nastopali samo tisti, ki so <target> odstopili </target> od tožbe.	F	5	4	True
519	odstopiti	Zaradi napak sicer do zdaj noben sodnik ni bil razrešen pred parlamentom, je pa nekaj sodnikom zaradi napak prenehala sodna služba proti njihovi volji, nekateri pa so <target> odstopili </target>, še preden bi bil zoper njih morebiti uveden kakršen koli postopek.	Čez teden dni so ljudje prebrali v domačem časniku, da je <target> odstopil </target> predsednik najbolj vplivne politične organizacije in to zaradi preobremenjenosti.	T	6	6	True
520	odstopiti	Že na prvem plovu sta se prekucnila, tako da sta <target> odstopila </target>.	Sredi pogajanj je Falcon <target> odstopil </target> z vladnega položaja in se upokojil.	F	8	6	True
521	odstopiti	(2) Družba lahko od kršitelja zahteva tudi, da ji prepusti posle, sklenjene za svoj račun, kot posle, sklenjene za račun družbe, ali da nanjo prenese koristi iz poslov, sklenjenih za svoj račun, ali da družbi <target> odstopi </target> svojo pravico do odškodnine.	Gospod minister, prav je da ste <target> odstopili </target>, nekateri niso in ne dvigajo moralnih standardov.	F	5	6	True
522	odstopiti	Simon Špilak, ki je <target> odstopil </target> na 10. kilometru, je dejal: '' Žal sem zbolel.	Ta nam je pojasnil, da mora zavod v primeru, ko zavarovanec uveljavlja sodno varstvo, celotno dokumentacijo, na podlagi katere je bilo odločeno o zavarovančevih pravicah iz invalidskega zavarovanja, <target> odstopiti </target> sodišču.	F	8	9	True
