lemma,stavek1,stavek2,oznaka (label),stavek_1_pomen,stavek_2_pomen;;;;;;;;
"plašč,""Odločno je stala na svojem mestu, v bež salonarjih in rjavem plašču prek tenkega rumenega puloverja."",S Haninega plašča je med prerivanjem ob Kurtovem prihodu odpadel še zadnji gumb in razkril pogled na raztrgano obleko pod njim.,T,8,8";;;;;;;;
"plašč,""Obleka Armani, Dunhill majica, kravata Versace, pas Ferragamo, Givenchy nogavice, Louis Voitton očala, Yves Saint Laurent plašč iz kašmirja in šal Burberry, vse ponaredki."",""2 Če imamo koga v bližini, skupaj z njim dobro podprimo pasje telo in ga premestimo na odejo ali plašč."",T,8,8";;;;;;;;
"plašč,""Zunaj lahko lije dež, lahko pridejo znanci v hladnih plaščih, ni se pripravljen niti premakniti."",""Še preden je filma konec, zaključna špica se še ni odvrtela, Petra že vstaja in oblači plašč, medtem ko jaz med iztekajočimi napisi rad še malo pomolčim in razmislim kakšno malenkost, v glavi ponovim kakšen kader, kakšno sekvenco..."",,,8";;;;;;;;
"plašč,""Globine rovov ne moremo meriti, zato za ugotavljanje velikosti napake preštejemo število luknjic na plašču sortimenta."",""Nad vrati sta visela star ribiški plašč in oguljen klobuk, obojega že dolgo ni nosil."",F,,8";;;;;;;;
"plašč,""Mama si slači plašč in medtem bere, kar je zapisano v beležki."",""Glede na to, da srajce navadno ne nosite teden dni zapored, je dobro, da tudi plašč vsak mesec pregledate, ali ni morda že zrel za obisk kemične čistilnice."",T,8,8";;;;;;;;
"podpirati,In kot so pokazale zadnje raziskave še vedno večina podpira gadafija saj je tudi vojska že skoraj prevzela oblast nad libijo...,""Nekaj drugega bi pomenilo, če bi se scenaristom v stavki lahko pridružili tudi člani Združenja igralcev, ki jih ti sicer podpirajo, kar se je videlo tudi v njihovi odsotnosti na podelitvi globusov."",,,";;;;;;;;
"podpirati,""Varuh človekovih pravic Republike Slovenije se zaveda, da odgovorno obnašanje institucije vključuje tudi okolju prijazno poslovanje, zato podpira aktivnosti, ki vodijo k temu cilju."",""Tudi danes podpira levičarje, dal nam je Pahorja, ki že zaustavlja recesijo, ki so jo povzročili belčki. ***********************************************************************************************************************************"",T,8,8";;;;;;;;
"podpirati,""To poglavje je idiosinkratičen poskus te zadnje vrste, ki ga za povrh ne podpira nobena posebna študija o Maorih ali filozofih (zlasti Hobbesu in Rousseauju), ki jih spotoma omenjam."",""Služi kot razločevalec, kot vizualni označevalec kulturnih in družbenih razlik, v njem pa se odraža okolje z vsemi viri, ki so za izdelavo oblačil primerni in so na razpolago, v prepletu s tehničnim razvojem, ki podpira izdelavo oblačil, in s kulturnimi standardi, ki določajo praktične in estetske norme in ideje."",F,1,";;;;;;;;
"podpirati,""Podpiram tudi to, da bi čimprej prišlo do oblikovanja in sprejemanja tega, kar bi se imenovalo nacionalni program izobraževanja odraslih in pa oblikovanje standardov in normativov za to dejavnost, ki bi omogočilo po eni strani lahko to, da bi se v to izobraževanje, še bolj kot doslej, vključevali tudi drugi, ne le na eni strani ljudske univerze, na drugi strani pa zasebniki z različnimi oblikami, ampak tudi drugi subjekti."",""V konkretnem primeru ta ne podpira naročnikove namenske razlage pogoja, saj slednji ne zajema samo besedne zveze »skupna moč«, ki jo ločeno od preostalega besedila razlaga naročnik, ampak tudi v nadaljevanju pogoja podano besedilo »najmanj 2,5 MWel na objekt«."",,8,";;;;;;;;
"podpirati,""Ukaz sndconfig uporablja za nastavljanje jedra, da podpira zvok naložljive module, ki se nahajajo v imeniku /lib/modules/2.0.31/misc."",""On: Obkroženi boste z osebami, ki bodo podpirale vaše ideje in načrte."",F,,2";;;;;;;;
"podpirati,""Gledamo širše, gremo v avstralijo, v Argentino in še kam, podpiramo Slovence širom sveta, ignoriramo Štajerce, Belokranjci so pa itak na pol Rvatje!"",""Imamo amandma odbora za finance in monetarno politiko, vlada ga podpira."",F,4,";;;;;;;;
"podpirati,""Še enkrat z grenkobo ugotavljam, da sem marca imel prav, da danes to ne pomaga povsem nič, kajti čas, ko bi to lahko storili je minil, da pa je danes treba ta zakon obravnavati z vidika novih okoliščin in da ga jaz, takega kot je, ne podpiram."",starši morajo podpirati učenje otrok za šolo in komunikacijo med šolo in družino";,F,,2;;;;;;;
"postaja,""Barry je rekel, da bo v pelerini počakal na postaji in pomahal z baterijo, ko bo pripeljal avtobus, da ne bodo vsi do kože premočeni."",""1974 - Kmetijsko veterinarski zavod Nova Gorica po priključitvi veterinarskih postaj: Vipava, Idrija, Nova Gorica ter v kasnejših letih še veterinarske postaje:Tolmin, Ajdovščina in Postojna"",F,7,2";;;;;;;;
"postaja,""Darko Gerjevič, ki je bil do sedaj komandir Policijske postaje Brežice, je prevzel naloge vodje Oddelka za splošne policijske naloge v Sektorju uniformirane policije na Policijski upravi Krško."",""Ameriški igralec je večji del minule srede preživel na policijski postaji v severovzhodni ameriški državi Vermont, kamor so ga pripeljali zaradi prehitre vožnje."",T,opomba: ni ustreznega pomena v Elexisu,opomba: ni ustreznega pomena v Elexisu";;;;;;;;
"postaja,""s tem namenom je zgrajen nov objekt Policijske postaje (PP) v Brežicah, na prostoru tovarne Jutranjka. na"",""Čeprav prvotno zbornica ni imela tovrstnih namenov, saj bi našim strokovnim službam, testnim postajam in osemenjevalnim centrom ustrezala trdna pogodba z krovno govedorejsko organizacijo o izvajanju nalog na tem področju, pa je sedaj zaradi odgovornosti, ki jo imamo pred vsemi Vami in tudi drugimi člani, to obvezana narediti."",F,opomba: ni ustreznega pomena v Elexisu,2";;;;;;;;
"postaja,""Aleš uperi prst tudi proti nacionalki, ki prikazuje premalo oddaj z glasbo, ki ni narodnozabavna, in komercialnim radijskim postajam, ki se oglašujejo s tem, da predvajajo glasbo po željah poslušalcev."",Na ranžirnem kolodvoru porazdelitve tveganja so posebno priljubljene postaje v »slabo razvitih provincialnih gnezdih«.,F,3,7";;;;;;;;
"postaja,""Ob 8.50 nas bo muzejski vlak odpeljal z Jesenic, mimo Bleda in Bohinja proti končni postaji Kanal."",""Malce brskajte po radijskih postajah, nekje ustavite frekvenco in vprašajte sopotnike, kdo prvi ugotovi izvajalca."",F,7,3";;;;;;;;
"postaja,""naprava za sprejemanje in beleženje radijskih valov, ki jih oddajajo vesoljski radijski izviri"; sestoji iz ene ali več anten, povezanih z ojačevalniki in sprejemniki; ti sprejeto valovanje vnesejo v računalnik, ki nato naredi sliko radijskega vira;" antene radioteleskopov so podobne zrcalom reflektorjev in so včasih zares zelo velikih razsežnosti, premična antena raziskovalne postaje Jodrell Bank v Angliji ima npr. mrežasto kovinsko zrcalo s premerom 76 m, radioteleskop v Arecibu v Portoriku pa je vgrajen v žrelo ugaslega ognjenika in ima premer okoli 300 m, globino pa 50 m"",""blejala pred postajo metroja, s postaje metroja, v postajo metroja, policisti so dajali luč s sireno in na trgu"",F,2,7";;;;;
"postaja,""Na varnem na postaji je ves pretresen povedal, da ga je napadel eden od majhnih dlakavih ljudi."",""Ogled železnice: ZPM organizira obisk mariborske železniške postaje, kjer si bodo mladostniki ogledali lokomotive in se spoznali z delovanjem kretnic."",F,6,7";;;;;;;;
"prevoziti,""Da se povzpnemo za nekaj sto višinskih metrov, moramo neredko prevoziti sto in več kilometrov od doma do gora."",""Zaradi krajevnega policista in v moje veliko olajšanje je prestavil v nižjo in prevozil mestece z dovoljeno hitrostjo, brž ko je zadnja hiša ostala za nama, pa sva spet zdrvela."",F,7,2";;;;;;;;
"prevoziti,""Ljudje, ki prevozijo manj kot 5000 kilometrov na leto, so še posebej izstopali s svojim neznanjem tako na teoretičnem kot na praktičnem področju."",Ta ovinek je del šprinterske proge in so ga športniki in športnice prevozili velikokrat že pred začetkom olimpijskih iger.,F,5,6";;;;;;;;
"prevoziti,""Za pobrat nucano blaguo bojo po foranijah naše pokrajine, an sevieda tudi v naši špietarski foraniji, pomagal “volontari”, pru takuo Kamuni, ki posodejo njih kamjone za prevozit blaguo od naših vasi do Čedada."",""Otok je ravno prav velik, da se ga lahko prevozi z avtom v enem dnevu."",F,8,";;;;;;;;
"prevoziti,""Tam pred Dobravljami, na magistralki, ki jo vsak dan prevozim, je ravno tako ena takšna luknja."",""Zakaj se je finomehanik Brane, človek iz bloka, odločil, da bo vsak dan kolesaril - Na Pance po kondicijo in v družbo - Tanja je kar bolna, če vsak dan ne prevozi vsaj dvajset kilometrov"",T,6,6";;;;;;;;
"prevoziti,""Mi smo se prve kilometre prevozili z najbolje opremljenim, ki ima ob 1,6-litrskem bencinskem motorju med drugim ABS, potovalni računalnik, lita platišča, radio, katerega evropska cena bo blizu 9000 evrov in na nekaj takega (zastopnik Renault-Nissan Slovenija bo uradne cene razkril te dni) bomo morali računati tudi pri nas."",""Prevozil sem pol Evrope in našel marsikateri naslov, menda bom našel tudi ta servis."",F,5,1";;;;;;;;
"prevoziti,""On je neuspešno zahteval, da danes postavijo drugačno progo od tiste, ki so jo nekateri včeraj prevozili, jaz pa ne."",""S kolikšno povprečno hitrostjo bi moral voziti, da bi to razdaljo prevozil v 2 urah?"",T,5,5";;;;;;;;
"prevoziti,""Sprint je sicer veleslalomu podobna disciplina, saj tekmovalci najprej prevozijo veleslalomsko progo."",""S 60 kW moči lahko proizvede najvišjo hitrost 45 km/h, s katero avtomobil prevozi do 2 km (način EV) ter tako dodatno varčuje z gorivom in ne sprošča emisij CO2."",,,5";;;;;;;;
"rep,""Lipidi v bioloških membranah tvorijo dvojno plast, ki je s polarnimi glavami usmerjena navzven in z nepolarnimi repi navznoter."",""Eden od psov je koprneče prosil za pozornost, mahal je z repom in bil ves razburjen, zato sem se ustavila in ga popraskala po ušesih."",F,4,5";;;;;;;;
"rep,""Tako je na primer seme solate lahko kaljivo še po treh letih, seme fižola, graha in špinače po dveh letih, repa in peteršilj pa kalita samo eno leto."",""Lobanja je bila majhna, vrat in rep pa zelo dolga, zanj značilne so bile tudi š tiri zajetne noge."",F,,5";;;;;;;;
"rep,""Na pogled je podoben rakunu, saj ima sivo in temnorjavo obročkast rep."",""»Sprva smo si želeli, da bi Zavec izzval belgijskega evropskega prvaka Jacksona Oseija Bonsuja (24 zmag, 21 s k. o., 1 poraz), ki pa je stisnil rep med noge in odklonil obračun."",T,5,5";;;;;;;;
"rep,""Peniculus je pomanjševalnica besede penis (rep, penis) in pomeni hkrati 'repek', 'krtača', 'omelo' (bikov rep je služil za krtačo) in 'majhen penis'."",""Brez svojega dragulja bi pozelenela od zavisti, napihnila bi se od zlobe, zrasli bi ti dlake, kremplji in kačji rep."",T,5,5";;;;;;;;
"rep,""Se vam zdi, da se danes ne vleče več kot neroden rep za nami miselnost, da je človek, ki da nekaj na obleko, modo in tudi skrb za urejen videz, v sebi bolj ali manj prazen?"",Bog jo je hitro zgrabil in ji odtrgal rep (iz njega je nato ustvaril Evo).,T,5,5";;;;;;;;
"rep,""Prostorske razmere v slovenskih splošnih knjižnicah kažejo na velike razlike med mesti: Nova Gorica ima denimo na razpolago 83,5 kvadratnega metra na 1000 prebivalcev in je na prvem mestu, Maribor pa je z 22,5 m2 na 1000 prebivalcev povsem na repu med vsemi šestdesetimi slovenskimi splošnimi knjižnicami."",""Pregrešna vrtoglavica ustvarjalnosti, poneverjanja in kraje in izkrivljanja in spreminjanja, vse to je počel vznesen, vrtoglavo zadovoljen odrasel človek s svojo grozečo pokoro in z mačkom, ki opleta z repom."",F,6,5";;;;;;;;
"rep,""Rep prek hrbta roke zavijte v zanko in pritrdite z veliko iglo, konec repa pa zavijte okrog gumice in dobro utrdite."",""Komaj dve leti po volitvah se njegova stranka v javnomnenjskih raziskavah uvršča na sam rep lestvice političnih strank, člani Zaresa pa lahko skačejo od veselja, kadar jim kakšna anketa nameri več kot en odstotek podpore med volilci."",F,1,6";;;;;;;;
"odstopiti,Za to skupinico kanarčkov in njihovih potomcev boste v letu 2005 pač morali odstopiti delček svojega stanovanja.,""Tudi sodne zaostanke bi neodvisni kandidat, ki se nima za politika, zmanjšal s svojevrstno teorijo: organiziral bi loterijo, na kateri bi lahko nastopali samo tisti, ki so odstopili od tožbe."",F,5,4";;;;;;;;
"odstopiti,""Zaradi napak sicer do zdaj noben sodnik ni bil razrešen pred parlamentom, je pa nekaj sodnikom zaradi napak prenehala sodna služba proti njihovi volji, nekateri pa so odstopili, še preden bi bil zoper njih morebiti uveden kakršen koli postopek."",""Čez teden dni so ljudje prebrali v domačem časniku, da je odstopil predsednik najbolj vplivne politične organizacije in to zaradi preobremenjenosti."",T,6,6";;;;;;;;
"odstopiti,""Že na prvem plovu sta se prekucnila, tako da sta odstopila."",Sredi pogajanj je Falcon odstopil z vladnega položaja in se upokojil.,F,8,6";;;;;;;;
"odstopiti,""(2) Družba lahko od kršitelja zahteva tudi, da ji prepusti posle, sklenjene za svoj račun, kot posle, sklenjene za račun družbe, ali da nanjo prenese koristi iz poslov, sklenjenih za svoj račun, ali da družbi odstopi svojo pravico do odškodnine."",""Gospod minister, prav je da ste odstopili, nekateri niso in ne dvigajo moralnih standardov."",F,5,6";;;;;;;;
"odstopiti,""Simon Špilak, ki je odstopil na 10. kilometru, je dejal: '' Žal sem zbolel."",""Ta nam je pojasnil, da mora zavod v primeru, ko zavarovanec uveljavlja sodno varstvo, celotno dokumentacijo, na podlagi katere je bilo odločeno o zavarovančevih pravicah iz invalidskega zavarovanja, odstopiti sodišču."",F,8,9";;;;;;;;
"odstopiti,Od pogodbe lahko odstopi v treh mesecih po začetku stečajnega postopka.,""V helenizmu se je vse spremenilo: književnost je hotela biti učena"; ne zato, ker je bila prvič v zgodovini pridržana za elito (tudi Pindar in Ajshil nista bila ravno ljudska pisatelja): toda od svojega občinstva je zahtevala kulturni napor, ki je odlikoval ljubitelje;" miti so tedaj odstopili prostor temu, čemur še zdaj pravimo mitologija in kar je preživelo do 18. stoletja."",,,";;;;;;
"odstopiti,""Ker se sam ni odločil za preparacijo, je trofejo želel odstopiti domači RD Sora, da bi sulec v ribiškem domu še mnogim rodovom loških ribičev govoril o dnevu in ulovu, ki se bo le še stežka ponovil";" vendar RD zanjo ni bila zainteresirana."",ma ti nepovezani poslanci so kar nekaj..ljudstvo jh je izvolilo na podlagi stranke v kateri so bili in programa in ce poslanec oddide iz stranke bi moral ravno tako odstopiti iz mesta poslanca..,F,3,6";;;;;;;
"vložiti,Wesley Snipes pet let ni vložil davčne napovedi in na davkariji so ga imeli slednjič dovolj.,""Nikoli nisem hotela biti povprečna in če se hočeš ven iz povprečja, moraš v to vložiti več kot drugi."",F,4,2";;;;;;;;
"vložiti,Zaradi prepovedi lanske parade so organizatorji vložili tožbo na evropskem sodišču za človekove pravice v Strasbourgu.,""Predlagamo, da vložite zahtevek za invalidnino za telesno okvaro na območni enoti zavoda za pokojninsko in invalidsko zavarovanje."",T,4,4";;;;;;;;
"vložiti,""Sledi preiskava, potem pa odločitev tožilcev, ali bodo tudi v tej zadevi vložili obtožnico proti Barbariču, ki je v življenju storil že več kaznivih dejanj in prekrškov, še zlasti prometnih."",""Predvsem pa opažamo, da mnogo upravičencev ni vložilo zahteve za priznanje statusa žrtve povojnega protipravnega odvzema življenja za po vojni pobite starše, brate oziroma sorodnike in na podlagi tega statusa za priznanje statusa svojca žrtve povojnega protipravnega odvzema življenja s pravico do odškodnine."",T,4,4";;;;;;;;
"vložiti,""Pravna oseba, ki želi pridobiti delnice koncesionarja, mora na Ministrstvo za finance vložiti zahtevo za izdajo soglasja in priložiti zakonsko predpisano dokumentacijo."",""Izdajateljem in prejemnikom e-računov je prek elektronske banke Abacom na voljo tudi storitev 1-2-3-v Arhiv !, ki v postopku posredovanja e-računov te samodejno vloži še v e-arhiv."",F,4,8";;;;;;;;
"vložiti,Tableta valiuma je zmanjševala moč njegovih prstov in pamflet je s težavo spet vložil v mapo.,""RS, št. 110/2002 in nasl.";" v nadaljevanju: ZGO-1) lahko objekt iz tretjega odstavka 1. člena ZGO-1, zgrajen brez gradbenega dovoljenja zaradi preprečitve naravne oziroma druge nesreče oziroma zato, da so se z njegovo pomočjo zmanjšale njene posledice, ostane kot stalen objekt tudi po tem, ko so prenehale okoliščine, zaradi katerih je bil zgrajen, vendar samo, če njegov investitor oziroma lastnik po prenehanju navedenih okoliščin pri pristojnem gradbenem organu vloži zahtevo za izdajo uporabnega dovoljenja, tej zahtevi pa priloži geodetski načrt novega stanja zemljišča in ustrezno dokazilo o izpolnjevanju bistvenih zahtev in uporabno dovoljenje tudi pridobi."",F,3,4";;;;;;;
vložiti,Vlogo za izdajo potnega lista ali osebne izkaznice za otroka vloži njegov starš oz. zakoniti zastopnik na kateri koli upravni enoti.,Tožba se lahko vloži pisno po pošti ali pri navedenem sodišču.,T,4,4;;;;;;;;
"vložiti,""Tako je vrhovno sodišče Združenih držav razsodilo, da bi bila omejitev izdatkov, ki naj bi jih vložili v referendumsko kampanjo, v nasprotju s prvim amandmajem zvezne ustave, ki prepoveduje omejevanje svobode govora ali tiska.4"",""Napočila je nedelja in s tem dan, ki so se ga veselili, saj so v priprave vložili ogromno truda in kot sta povedala naša sogovornika, so bile vaje v zadnjem obdobju intenzivne, vsakodnevne, kar pa se jim je obrestovalo."",F,1,2";;;;;;;;
"vzorec,6.2.7 Didaktični vzorec možne obravnave družboslovnih vsebin OBRAVNAVA NEKATERIH AKTUALNOSTI ČLOVEKOVIH PRAVIC,""Poleg tega so številne raziskave z vsega sveta pokazale, da kljub spreminjajočim se družinskim vzorcem praktična pomoč, ki jo družine nudijo svojim starejšim pripadnikom, celo v najbogatejših državah daleč presega pomoč, ki jo nudijo socialne službe."",,,";;;;;;;;
"vzorec,""Test temelji na majhnem vzorcu celic, ki jih odvzamemo z brisom iz materničnega vratu ter jih nato razmažemo na mikroskopirno stekelce."",""Vzorce materialov, ki jih rabite skupaj, kot so barva in okrasne tapete za spodnji del zidu, shranite skupaj."",F,8,9";;;;;;;;
"vzorec,""Vaša naloga je, da pripravite miselni vzorec z opisom predmeta X. Težava je v tem, da predmeta X ne poznate in morate najti niz splošnih pojmov, s katerimi lahko opišete sleherni predmet."",Potem sem se vrnila na planet Zemlja in svoj miselni vzorec še enkrat primerjala z resničnostjo.,,,";;;;;;;;
"vzorec,""Če ima otrok hudo drisko ali kri v blatu, bo zdravnik verjetno poslal vzorec blata v laboratorijski pregled."",""Zaradi valovanj krvnega tlaka v arterijah je takšen vzorec madežev podoben zapisu elektrokardiograma, če pa človek ni več živ, tudi krvnega tlaka nima več."",T,8,8";;;;;;;;
"vzorec,""Naj vam opišem dva primera, kako deluje pretvarjanje kot vedenjski vzorec."",""Niko je vedno s seboj prenašal tudi prosojnice z grafi in miselnimi vzorci, neke noči sta jih naštela celo več kot tisoč."",F,5,";;;;;;;;
"vzorec,""Če želimo sklepati o lastnostih celotne populacije na podlagi rezultatov, ki smo jih dobili z obdelavo vzorca, mora biti vzorec naključen, reprezentativen in dovolj velik."",""Če ena od pogodbenic spremeni potne listine ali uvede nove potne listine po uveljavitvi tega sporazuma, pošlje drugi pogodbenici po diplomatski poti vzorce teh listin najmanj 30 dni pred njihovo uvedbo."",F,4,9";;;;;;;;
"vzorec,""Kot potiski se na perilu pojavljajo grafični vzorci, ki nagovarjajo mlajše in drznejše uporabnice."",""Urad na vsaki prijavi za patent, model, vzorec ali znamko zaznamuje datum in številko prejema prijave, o čemer se prijavitelju izda potrdilo."",F,1,6";;;;;;;;
"dvojček,""Poloni Iršič iz Slovenskih Konjic za dvojčka hčer Glorio in sina Urha,"",""Vendar je vseeno najbolj ugodno, če to opravilo naredimo ob upadajoči Luni v dneh zračnih znamenj (dvojčka, tehtnica, vodnar)."",F,5,2";;;;;;;;
"dvojček,""Navadno se skoti en sam mladič, čeprav so pri nekaterih vrstah poznani tudi dvojčki."",""Siamski dvojčki nastanejo, ko se oplojeno jajčece razcepi, da bi nastala dvojčka, vendar pa ločitev ni popolna."",T,5,5";;;;;;;;
"dvojček,""Najstarejša, 9-letni Maddox in 7-letni Pax Thien, hodita v francosko-ameriško šolo, 5-letna Zahara in 4-letna Shiloh v vrtec, dvojčka Leon in Vivienne pa pazijo varuške."",Dala sta življenje dvojčkoma in hčeri ter se skupaj veselila treh vnučkov in pravnučkov.,T,5,5";;;;;;;;
"dvojček,""Policija pa hoče dvojčka kljub temu spraviti za zapahe, z izpovedmi prič in analiz videoposnetkov."",""James je dosegel le 14 točk, a je temu dodal še 12 asistenc in deset skokov ter se tako veselili trojnega dvojčka."",F,5,3";;;;;;;;
"dvojček,""Iz vsake od njih bodo v prihodnjih tednih obdarili po dve družini, katerih dvojčki oziroma trojčki so tam zadnji in predzadnji prijokali na svet."",""Osrednja slovesnost ob deveti obletnici napadov je potekala na mestu, kjer sta včasih stala dvojčka."",F,5,9";;;;;;;;
"dvojček,""Naključje pa je letos hotelo, da so se v vseh izbranih družinah rodili le dvojčki."",DVOJČKA – S sproščenim klepetanjem z doslej nepoznanimi osebami pod širnim nebom ali na večernih družabnostih in potovanjih boste pritegnili veliko pozornosti občudovalcev in kritikov.,F,5,2";;;;;;;;
"dvojček,""Boris Grabnar, »Oživljeni čar antike«, Ljudska pravica, 10. 5. 1955 Ob uprizoritvi Dvojčkov v Mestnem gledališču ljubljanskem leta 1955"",""Tu pa se včasih le zgodi, da prideta prav dva hranilca - vendar zdaj eden od dvojčkov počaka, dokler se ne sprosti mama-hranilka…"",T,5,5";;;;;;;;
"jama,Jama je v turistične namene odprta od maja do novembra in je v tem času umetno osvetljena.,""Po legendi je bila jama bivališče tržaškega krščanskega mučenika sv. Socerba, ki naj bi se skrival v tej kraški jami."",T,6,6";;;;;;;;
"jama,""Ena obsežnejših raziskav v zadnjem času je bila usmerjena v podrobne mikroskopske raziskave karbonatne kamnine v tistih odsekih geološkega stolpca, ki meji na jamo-nosne lezike";" točneje tiste, v katerih so se oblikovale prve, inicialne podzemeljske vodne poti (Knez, 1996)."",""Ribniki so nastali v opuščenih gramoznih jamah, vendar še v manjši meri nakopavajo gramoz."",,,";;;;;;;
"jama,""Poleg zgodovinskega zapisa o Kokrškem odredu je opisal usodne dogodke iz NOB v prispevkih Okrogla jama, Udin boršt in Rovt."",""C. in zasuti gradbene jame, sodišče ni imelo podlage za sklep, da bo z izvršitvijo navedenih dejanj, storjeno kaznivo dejanje poškodovanja tuje stvari, ki ga po 2. odstavku 224. člena KZ stori tisti, ki tujo stvar poškoduje, uniči ali napravi nerabno, in je..."",F,7,4";;;;;;;;
"jama,""(Eva, ki slika na kamen) Seveda ne bomo šli risat v Postojnsko jamo."",""Spoznavanje njene osebnosti je tudi za naš kulturni prostor posebno zanimivo ne samo zaradi najožjih sorodstvenih vezi z znamenitim impresionistom Matijo Jamo, temveč zlasti zaradi njenega lastnega skladateljskega ustvarjanja."",T,6,6";;;;;;;;
"jama,""Tla boste izboljšali tako, da boste v sadilno jamo podkopali humuzno zemljo ali kompost."",""Ko se je po približno 300 metrih vožnje po gramozirani trasi avtoceste pripeljal do gradbene jame, je kljub zaviranju padel v devet metrov globoko jamo, kjer je hudo ranjen obležal."",T,4,4";;;;;;;;
"jama,""Ta del jame slovi po Cerkvenikovem mostu, ki mogočno stoji skoraj 50 metrov nad Reko, in po eni največjih podzemnih dvoran v Evropi Martelovo dvorano."",""Pri tem poudari Kras in njegove značilnosti: kraške poti, bori in brinjevka so omenjeni že v pesmi";" s slikovnim gradivom, videoposnetki in dodatno strokovno literaturo jim predstavi še kraške jame, kraško arhitekturo, teran, pršut ipd."",T,6,6";;;;;;;
"jama,""S svojimi številnimi učinkovinami, kot sta luščilni kompleks z glikolno, jabolčno in mlečno kislino in s proteini sladkih mandljev ter fitosterolni kompleks (izvlečki soje in divjega jama) poskrbi za hitro brisanje starostnih lis ter izboljša prožnost in čvrstost kože."",""V dejansko Altamiro jamo lahko vstopimo skozi zračno zaporo, ki je vgrajena v originalni vhod."",F,""opomba: ni ustreznega pomena, rastlina"",6";;;;;;;;
"eksplodirati,""Katastrofa se je zgodila 26. aprila 1986, ko je v jedrski elektrarni Černobil med izvajanjem varnostnega preizkusa eksplodiral četrti reaktor."",""Če plin, ki se sprošča, prestrežemo (to najlaže naredimo v primeru kalcija) in ga preizkusimo s prižgano trsko, se vname z rahlim pokom ali eksplodira."",,1,";;;;;;;;
"eksplodirati,""Sanders je samo čakal, kdaj bosta znanstvenika eksplodirala, a k sreči so prišli v plitvo vodo, ne da bi se to zgodilo."",""Danes sta v bagdadski revni, pretežno šiitski četrti, v neposredni bližini bolšjega trga, eksplodirali dve bombi in po zadnjih podatkih vzeli najmanj 78 življenj, približno 160 ljudi pa naj bi bilo ranjenih."",F,,1";;;;;;;;
"eksplodirati,""Zato poslušajte nekoga, ki vam skuša nekaj povedati, in nikar takoj ne eksplodirajte."",nALŽIR - V eni najbolj prometnih četrti alžirskega glavnega mesta je eksplodirala avtomobilska bomba.,F,3,1";;;;;;;;
"eksplodirati,TERORISTI SO V MADRIDU UPORABILI DESET NAHRBTNIKOV RAZSTRELIVA IN NEKAJ JIH NI EKSPLODIRALO,""In vse skupaj je videti prav revno v primerjavi s poplavo zelenja, ki bo eksplodirala sredi junija, ko bodo do konca razviti listi na trtah in bodo začeli svojo proizvodnjo zelenjavni vrtovi."",F,1,5";;;;;;;;
"eksplodirati,""Avtomobili lahko letijo več metrov po zraku, gorijo, eksplodirajo - junak vedno ostane nepoškodovan."",""Zapornik je bil namreč v mestu Saint Pierre blizu vulkana Pel ...e, in ta vulkan je 8. maja 1902, torej na dan, ko bi Ciparis moral umreti, eksplodiral v enem od najbolj mogočnih izbruhov, kar jih tamkajšnji prebivalci pomnijo."",F,1,";;;;;;;;
"eksplodirati,""Ta tragedija je najhujša v ruski mornarici po avgustu 2000, ko je na jedrski podmornici Kursk v Barentsovem morju eksplodiral torpedo."",""Potem sta ob hrupu, ko je eksplodiralo prav vse, kar je lahko in moglo, v tej minuti groze in veselja sta moštvi pritekli na igrišče."",F,1,2";;;;;;;;
"eksplodirati,""Tokrat je odklonil mojo zahtevo, vendar sem se popoldne vrnila z istim vprašanjem in tedaj je profesor Gregg eksplodiral od vznemirjenja: »Ali še ne razumete?« je zaklical."",""Šele po tem, ko zamenjava tri do štiri položaje, končno eksplodiram."",F,3,4";;;;;;;;
"brcati,""V sredo so brcali v ŠC Triglav, ko se je izbrana vrsta Ljubljane pomerila z moštvom Znanih."",""Vas zanima, kaj mu je ves ta čas, ko je igral na harfo, brcal v zadnjice, dvigoval krila, prikimaval, odkimaval, kinkal, spotikal, pretepal, ščipal, hupal ... rojilo po glavi?"",F,6,5";;;;;;;;
"brcati,""Brcala je pete v zrak in pela tako, da jo je bilo slišati do zadnje vrste in na koncu so ji močno ploskali."",""Deček se sploh ni upiral, kar je nasilneža spravilo v bes, da ga je začel neusmiljeno brcati."",F,4,5";;;;;;;;
"brcati,""A tudi »poraženca« nimata razloga za slabo voljo: Henry, igralec londonskega Arsenala, je bil v nedavni anketi imenovan za »najbolj priljubljenega Francoza na Otoku vseh časov«, Ševčenko, ki brca žogo v Milanu, pa se je letos poročil in z ženo, manekenko Kristen Pazik, pred mesecem dobil prvega otroka, sina Jordana."",Vučkič bo v prihodnji sezoni brcal za Olimpijo Dozdajšnji branilec nogometnega prvoligaša iz Domžal Alen Vučkič bo od začetka prihodnje sezone nosil dres Olimpije.,T,6,6";;;;;;;;
"brcati,""Luka, ki je najbolj srečen, ko oče z njim brca žogo ali pa ga mama vzame v naročje in mu bere pravljice, se mora zato velikokrat zadovoljiti z družbo tete ali strica, babice ali dedka ali pa s prisotnostjo kakšne druge, zanj še manj sprejemljive osebe."",""Libby to ni bilo všeč, začela je brcati in kričati: »Fuj, poreden očka, fuj!«"",F,6,5";;;;;;;;
